Container contains 10000 elements:
1: Truck, fuel tank capacity = 46, fuel spending = 43.0, carrying capacity = 5, comparison parameter = 106.9767441860465
54: Car, fuel tank capacity = 48, fuel spending = 90.0, max speed = 85, comparison parameter = 53.333333333333336
55: Truck, fuel tank capacity = 6, fuel spending = 54.0, carrying capacity = 21, comparison parameter = 11.11111111111111
56: Car, fuel tank capacity = 44, fuel spending = 26.0, max speed = 23, comparison parameter = 169.23076923076923
57: Bus, fuel tank capacity = 65, fuel spending = 56.0, passenger seats = 100, comparison parameter = 116.07142857142858
58: Truck, fuel tank capacity = 16, fuel spending = 85.0, carrying capacity = 2, comparison parameter = 18.823529411764707
59: Bus, fuel tank capacity = 55, fuel spending = 3.0, passenger seats = 53, comparison parameter = 1833.3333333333333
60: Bus, fuel tank capacity = 28, fuel spending = 91.0, passenger seats = 55, comparison parameter = 30.76923076923077
61: Truck, fuel tank capacity = 22, fuel spending = 27.0, carrying capacity = 9, comparison parameter = 81.48148148148148
62: Car, fuel tank capacity = 57, fuel spending = 57.0, max speed = 67, comparison parameter = 100.0
63: Bus, fuel tank capacity = 54, fuel spending = 37.0, passenger seats = 65, comparison parameter = 145.94594594594594
64: Truck, fuel tank capacity = 14, fuel spending = 15.0, carrying capacity = 6, comparison parameter = 93.33333333333333
65: Car, fuel tank capacity = 59, fuel spending = 49.0, max speed = 56, comparison parameter = 120.40816326530613
66: Bus, fuel tank capacity = 8, fuel spending = 15.0, passenger seats = 62, comparison parameter = 53.333333333333336
67: Bus, fuel tank capacity = 46, fuel spending = 94.0, passenger seats = 49, comparison parameter = 48.93617021276596
68: Bus, fuel tank capacity = 19, fuel spending = 100.0, passenger seats = 13, comparison parameter = 19.0
69: Car, fuel tank capacity = 57, fuel spending = 16.0, max speed = 31, comparison parameter = 356.25
70: Bus, fuel tank capacity = 44, fuel spending = 86.0, passenger seats = 92, comparison parameter = 51.162790697674424
71: Car, fuel tank capacity = 89, fuel spending = 44.0, max speed = 42, comparison parameter = 202.27272727272728
72: Car, fuel tank capacity = 80, fuel spending = 100.0, max speed = 91, comparison parameter = 80.0
73: Truck, fuel tank capacity = 62, fuel spending = 66.0, carrying capacity = 41, comparison parameter = 93.93939393939394
74: Truck, fuel tank capacity = 51, fuel spending = 35.0, carrying capacity = 54, comparison parameter = 145.7142857142857
75: Bus, fuel tank capacity = 80, fuel spending = 14.0, passenger seats = 19, comparison parameter = 571.4285714285714
76: Truck, fuel tank capacity = 59, fuel spending = 42.0, carrying capacity = 4, comparison parameter = 140.47619047619045
77: Car, fuel tank capacity = 75, fuel spending = 78.0, max speed = 87, comparison parameter = 96.15384615384616
78: Bus, fuel tank capacity = 1, fuel spending = 41.0, passenger seats = 34, comparison parameter = 2.4390243902439024
79: Truck, fuel tank capacity = 98, fuel spending = 57.0, carrying capacity = 86, comparison parameter = 171.9298245614035
80: Bus, fuel tank capacity = 32, fuel spending = 1.0, passenger seats = 20, comparison parameter = 3200.0
81: Bus, fuel tank capacity = 18, fuel spending = 47.0, passenger seats = 72, comparison parameter = 38.297872340425535
82: Bus, fuel tank capacity = 46, fuel spending = 49.0, passenger seats = 91, comparison parameter = 93.87755102040816
83: Truck, fuel tank capacity = 69, fuel spending = 88.0, carrying capacity = 46, comparison parameter = 78.4090909090909
84: Bus, fuel tank capacity = 91, fuel spending = 38.0, passenger seats = 64, comparison parameter = 239.47368421052633
85: Truck, fuel tank capacity = 97, fuel spending = 56.0, carrying capacity = 10, comparison parameter = 173.21428571428572
86: Car, fuel tank capacity = 22, fuel spending = 83.0, max speed = 85, comparison parameter = 26.506024096385545
87: Truck, fuel tank capacity = 74, fuel spending = 25.0, carrying capacity = 24, comparison parameter = 296.0
88: Bus, fuel tank capacity = 12, fuel spending = 23.0, passenger seats = 70, comparison parameter = 52.17391304347826
89: Truck, fuel tank capacity = 62, fuel spending = 95.0, carrying capacity = 45, comparison parameter = 65.26315789473685
90: Car, fuel tank capacity = 9, fuel spending = 37.0, max speed = 26, comparison parameter = 24.324324324324326
91: Truck, fuel tank capacity = 87, fuel spending = 98.0, carrying capacity = 76, comparison parameter = 88.77551020408163
92: Bus, fuel tank capacity = 82, fuel spending = 68.0, passenger seats = 13, comparison parameter = 120.58823529411764
93: Car, fuel tank capacity = 85, fuel spending = 71.0, max speed = 15, comparison parameter = 119.71830985915493
94: Truck, fuel tank capacity = 27, fuel spending = 21.0, carrying capacity = 2, comparison parameter = 128.57142857142858
95: Truck, fuel tank capacity = 23, fuel spending = 13.0, carrying capacity = 48, comparison parameter = 176.9230769230769
96: Bus, fuel tank capacity = 90, fuel spending = 41.0, passenger seats = 49, comparison parameter = 219.51219512195124
97: Bus, fuel tank capacity = 97, fuel spending = 51.0, passenger seats = 72, comparison parameter = 190.19607843137254
98: Truck, fuel tank capacity = 38, fuel spending = 51.0, carrying capacity = 60, comparison parameter = 74.50980392156863
99: Car, fuel tank capacity = 35, fuel spending = 63.0, max speed = 39, comparison parameter = 55.55555555555556
100: Bus, fuel tank capacity = 84, fuel spending = 97.0, passenger seats = 46, comparison parameter = 86.5979381443299
101: Car, fuel tank capacity = 32, fuel spending = 76.0, max speed = 42, comparison parameter = 42.10526315789473
102: Bus, fuel tank capacity = 62, fuel spending = 72.0, passenger seats = 3, comparison parameter = 86.11111111111111
103: Bus, fuel tank capacity = 78, fuel spending = 50.0, passenger seats = 75, comparison parameter = 156.0
104: Bus, fuel tank capacity = 87, fuel spending = 85.0, passenger seats = 2, comparison parameter = 102.35294117647058
105: Car, fuel tank capacity = 82, fuel spending = 73.0, max speed = 9, comparison parameter = 112.32876712328768
106: Car, fuel tank capacity = 86, fuel spending = 22.0, max speed = 82, comparison parameter = 390.90909090909093
107: Bus, fuel tank capacity = 68, fuel spending = 4.0, passenger seats = 54, comparison parameter = 1700.0
108: Car, fuel tank capacity = 91, fuel spending = 54.0, max speed = 3, comparison parameter = 168.5185185185185
109: Truck, fuel tank capacity = 53, fuel spending = 41.0, carrying capacity = 24, comparison parameter = 129.26829268292684
110: Truck, fuel tank capacity = 31, fuel spending = 65.0, carrying capacity = 88, comparison parameter = 47.69230769230769
111: Bus, fuel tank capacity = 34, fuel spending = 87.0, passenger seats = 72, comparison parameter = 39.08045977011494
112: Bus, fuel tank capacity = 60, fuel spending = 81.0, passenger seats = 78, comparison parameter = 74.07407407407408
113: Bus, fuel tank capacity = 49, fuel spending = 83.0, passenger seats = 61, comparison parameter = 59.036144578313255
114: Bus, fuel tank capacity = 46, fuel spending = 39.0, passenger seats = 72, comparison parameter = 117.94871794871796
115: Truck, fuel tank capacity = 92, fuel spending = 7.0, carrying capacity = 35, comparison parameter = 1314.2857142857142
116: Truck, fuel tank capacity = 35, fuel spending = 61.0, carrying capacity = 62, comparison parameter = 57.377049180327866
117: Bus, fuel tank capacity = 24, fuel spending = 17.0, passenger seats = 88, comparison parameter = 141.1764705882353
118: Bus, fuel tank capacity = 33, fuel spending = 46.0, passenger seats = 58, comparison parameter = 71.73913043478261
119: Bus, fuel tank capacity = 70, fuel spending = 84.0, passenger seats = 25, comparison parameter = 83.33333333333334
120: Bus, fuel tank capacity = 32, fuel spending = 11.0, passenger seats = 42, comparison parameter = 290.90909090909093
121: Car, fuel tank capacity = 85, fuel spending = 71.0, max speed = 92, comparison parameter = 119.71830985915493
122: Car, fuel tank capacity = 43, fuel spending = 22.0, max speed = 53, comparison parameter = 195.45454545454547
123: Bus, fuel tank capacity = 94, fuel spending = 45.0, passenger seats = 38, comparison parameter = 208.8888888888889
124: Bus, fuel tank capacity = 75, fuel spending = 78.0, passenger seats = 34, comparison parameter = 96.15384615384616
125: Truck, fuel tank capacity = 27, fuel spending = 6.0, carrying capacity = 91, comparison parameter = 450.0
126: Car, fuel tank capacity = 81, fuel spending = 96.0, max speed = 91, comparison parameter = 84.375
127: Car, fuel tank capacity = 90, fuel spending = 44.0, max speed = 95, comparison parameter = 204.54545454545453
128: Bus, fuel tank capacity = 17, fuel spending = 55.0, passenger seats = 97, comparison parameter = 30.909090909090907
129: Bus, fuel tank capacity = 65, fuel spending = 14.0, passenger seats = 24, comparison parameter = 464.28571428571433
130: Bus, fuel tank capacity = 33, fuel spending = 2.0, passenger seats = 12, comparison parameter = 1650.0
131: Bus, fuel tank capacity = 38, fuel spending = 2.0, passenger seats = 52, comparison parameter = 1900.0
132: Truck, fuel tank capacity = 29, fuel spending = 40.0, carrying capacity = 100, comparison parameter = 72.5
133: Truck, fuel tank capacity = 17, fuel spending = 31.0, carrying capacity = 54, comparison parameter = 54.83870967741935
134: Truck, fuel tank capacity = 14, fuel spending = 27.0, carrying capacity = 52, comparison parameter = 51.85185185185185
135: Bus, fuel tank capacity = 79, fuel spending = 59.0, passenger seats = 99, comparison parameter = 133.89830508474577
136: Car, fuel tank capacity = 63, fuel spending = 51.0, max speed = 61, comparison parameter = 123.52941176470588
137: Car, fuel tank capacity = 71, fuel spending = 35.0, max speed = 62, comparison parameter = 202.85714285714283
138: Car, fuel tank capacity = 16, fuel spending = 51.0, max speed = 58, comparison parameter = 31.372549019607842
139: Car, fuel tank capacity = 87, fuel spending = 25.0, max speed = 66, comparison parameter = 348.0
140: Truck, fuel tank capacity = 94, fuel spending = 90.0, carrying capacity = 57, comparison parameter = 104.44444444444446
141: Car, fuel tank capacity = 53, fuel spending = 80.0, max speed = 15, comparison parameter = 66.25
142: Car, fuel tank capacity = 84, fuel spending = 73.0, max speed = 60, comparison parameter = 115.06849315068493
143: Truck, fuel tank capacity = 86, fuel spending = 58.0, carrying capacity = 48, comparison parameter = 148.27586206896552
144: Car, fuel tank capacity = 48, fuel spending = 67.0, max speed = 62, comparison parameter = 71.64179104477611
145: Bus, fuel tank capacity = 52, fuel spending = 68.0, passenger seats = 56, comparison parameter = 76.47058823529412
146: Bus, fuel tank capacity = 52, fuel spending = 87.0, passenger seats = 54, comparison parameter = 59.77011494252874
147: Truck, fuel tank capacity = 83, fuel spending = 9.0, carrying capacity = 68, comparison parameter = 922.2222222222222
148: Truck, fuel tank capacity = 88, fuel spending = 42.0, carrying capacity = 74, comparison parameter = 209.52380952380955
149: Car, fuel tank capacity = 89, fuel spending = 71.0, max speed = 66, comparison parameter = 125.35211267605635
150: Truck, fuel tank capacity = 92, fuel spending = 92.0, carrying capacity = 84, comparison parameter = 100.0
151: Car, fuel tank capacity = 66, fuel spending = 47.0, max speed = 45, comparison parameter = 140.4255319148936
152: Car, fuel tank capacity = 71, fuel spending = 52.0, max speed = 84, comparison parameter = 136.53846153846155
153: Car, fuel tank capacity = 4, fuel spending = 67.0, max speed = 79, comparison parameter = 5.970149253731343
154: Bus, fuel tank capacity = 79, fuel spending = 53.0, passenger seats = 84, comparison parameter = 149.0566037735849
155: Truck, fuel tank capacity = 99, fuel spending = 81.0, carrying capacity = 47, comparison parameter = 122.22222222222223
156: Car, fuel tank capacity = 61, fuel spending = 68.0, max speed = 38, comparison parameter = 89.70588235294117
157: Car, fuel tank capacity = 27, fuel spending = 78.0, max speed = 75, comparison parameter = 34.61538461538461
158: Truck, fuel tank capacity = 11, fuel spending = 71.0, carrying capacity = 6, comparison parameter = 15.492957746478872
159: Bus, fuel tank capacity = 67, fuel spending = 33.0, passenger seats = 63, comparison parameter = 203.03030303030303
160: Bus, fuel tank capacity = 92, fuel spending = 96.0, passenger seats = 4, comparison parameter = 95.83333333333334
161: Truck, fuel tank capacity = 53, fuel spending = 21.0, carrying capacity = 83, comparison parameter = 252.38095238095238
162: Truck, fuel tank capacity = 76, fuel spending = 12.0, carrying capacity = 54, comparison parameter = 633.3333333333333
163: Car, fuel tank capacity = 51, fuel spending = 37.0, max speed = 32, comparison parameter = 137.83783783783784
164: Bus, fuel tank capacity = 97, fuel spending = 58.0, passenger seats = 25, comparison parameter = 167.24137931034483
165: Bus, fuel tank capacity = 7, fuel spending = 66.0, passenger seats = 31, comparison parameter = 10.606060606060606
166: Car, fuel tank capacity = 57, fuel spending = 87.0, max speed = 38, comparison parameter = 65.51724137931035
167: Bus, fuel tank capacity = 29, fuel spending = 84.0, passenger seats = 43, comparison parameter = 34.523809523809526
168: Truck, fuel tank capacity = 60, fuel spending = 38.0, carrying capacity = 8, comparison parameter = 157.89473684210526
169: Bus, fuel tank capacity = 98, fuel spending = 90.0, passenger seats = 58, comparison parameter = 108.88888888888889
170: Bus, fuel tank capacity = 76, fuel spending = 70.0, passenger seats = 61, comparison parameter = 108.57142857142857
171: Truck, fuel tank capacity = 81, fuel spending = 73.0, carrying capacity = 38, comparison parameter = 110.95890410958904
172: Bus, fuel tank capacity = 43, fuel spending = 88.0, passenger seats = 96, comparison parameter = 48.86363636363637
173: Truck, fuel tank capacity = 66, fuel spending = 97.0, carrying capacity = 4, comparison parameter = 68.04123711340206
174: Truck, fuel tank capacity = 85, fuel spending = 87.0, carrying capacity = 56, comparison parameter = 97.70114942528735
175: Bus, fuel tank capacity = 63, fuel spending = 49.0, passenger seats = 44, comparison parameter = 128.57142857142858
176: Truck, fuel tank capacity = 50, fuel spending = 87.0, carrying capacity = 36, comparison parameter = 57.47126436781609
177: Truck, fuel tank capacity = 1, fuel spending = 54.0, carrying capacity = 58, comparison parameter = 1.8518518518518516
178: Truck, fuel tank capacity = 45, fuel spending = 17.0, carrying capacity = 86, comparison parameter = 264.70588235294116
179: Truck, fuel tank capacity = 1, fuel spending = 14.0, carrying capacity = 31, comparison parameter = 7.142857142857142
180: Car, fuel tank capacity = 91, fuel spending = 18.0, max speed = 42, comparison parameter = 505.55555555555554
181: Bus, fuel tank capacity = 38, fuel spending = 53.0, passenger seats = 87, comparison parameter = 71.69811320754717
182: Car, fuel tank capacity = 86, fuel spending = 34.0, max speed = 35, comparison parameter = 252.94117647058823
183: Truck, fuel tank capacity = 71, fuel spending = 32.0, carrying capacity = 46, comparison parameter = 221.875
184: Bus, fuel tank capacity = 53, fuel spending = 34.0, passenger seats = 99, comparison parameter = 155.88235294117646
185: Car, fuel tank capacity = 48, fuel spending = 17.0, max speed = 51, comparison parameter = 282.3529411764706
186: Car, fuel tank capacity = 77, fuel spending = 68.0, max speed = 74, comparison parameter = 113.23529411764706
187: Bus, fuel tank capacity = 49, fuel spending = 19.0, passenger seats = 38, comparison parameter = 257.89473684210526
188: Bus, fuel tank capacity = 68, fuel spending = 56.0, passenger seats = 75, comparison parameter = 121.42857142857142
189: Truck, fuel tank capacity = 88, fuel spending = 7.0, carrying capacity = 53, comparison parameter = 1257.142857142857
190: Car, fuel tank capacity = 48, fuel spending = 80.0, max speed = 37, comparison parameter = 60.0
191: Bus, fuel tank capacity = 83, fuel spending = 30.0, passenger seats = 18, comparison parameter = 276.6666666666667
192: Car, fuel tank capacity = 59, fuel spending = 64.0, max speed = 2, comparison parameter = 92.1875
193: Truck, fuel tank capacity = 81, fuel spending = 80.0, carrying capacity = 53, comparison parameter = 101.25
194: Bus, fuel tank capacity = 41, fuel spending = 74.0, passenger seats = 28, comparison parameter = 55.4054054054054
195: Truck, fuel tank capacity = 29, fuel spending = 91.0, carrying capacity = 97, comparison parameter = 31.868131868131865
196: Truck, fuel tank capacity = 85, fuel spending = 42.0, carrying capacity = 67, comparison parameter = 202.38095238095238
197: Bus, fuel tank capacity = 13, fuel spending = 74.0, passenger seats = 70, comparison parameter = 17.56756756756757
198: Car, fuel tank capacity = 60, fuel spending = 45.0, max speed = 99, comparison parameter = 133.33333333333331
199: Truck, fuel tank capacity = 88, fuel spending = 45.0, carrying capacity = 70, comparison parameter = 195.55555555555554
200: Truck, fuel tank capacity = 42, fuel spending = 15.0, carrying capacity = 50, comparison parameter = 280.0
201: Bus, fuel tank capacity = 28, fuel spending = 83.0, passenger seats = 14, comparison parameter = 33.734939759036145
202: Bus, fuel tank capacity = 89, fuel spending = 80.0, passenger seats = 34, comparison parameter = 111.25
203: Truck, fuel tank capacity = 20, fuel spending = 19.0, carrying capacity = 85, comparison parameter = 105.26315789473684
204: Car, fuel tank capacity = 16, fuel spending = 40.0, max speed = 58, comparison parameter = 40.0
205: Truck, fuel tank capacity = 40, fuel spending = 41.0, carrying capacity = 17, comparison parameter = 97.5609756097561
206: Truck, fuel tank capacity = 44, fuel spending = 47.0, carrying capacity = 4, comparison parameter = 93.61702127659575
207: Bus, fuel tank capacity = 39, fuel spending = 93.0, passenger seats = 31, comparison parameter = 41.935483870967744
208: Car, fuel tank capacity = 18, fuel spending = 58.0, max speed = 49, comparison parameter = 31.03448275862069
209: Bus, fuel tank capacity = 55, fuel spending = 55.0, passenger seats = 79, comparison parameter = 100.0
210: Truck, fuel tank capacity = 18, fuel spending = 65.0, carrying capacity = 45, comparison parameter = 27.692307692307693
211: Bus, fuel tank capacity = 89, fuel spending = 30.0, passenger seats = 24, comparison parameter = 296.6666666666667
212: Car, fuel tank capacity = 38, fuel spending = 32.0, max speed = 29, comparison parameter = 118.75
213: Truck, fuel tank capacity = 60, fuel spending = 49.0, carrying capacity = 1, comparison parameter = 122.44897959183673
214: Truck, fuel tank capacity = 99, fuel spending = 48.0, carrying capacity = 53, comparison parameter = 206.25
215: Car, fuel tank capacity = 76, fuel spending = 89.0, max speed = 66, comparison parameter = 85.39325842696628
216: Bus, fuel tank capacity = 26, fuel spending = 76.0, passenger seats = 61, comparison parameter = 34.21052631578947
217: Bus, fuel tank capacity = 94, fuel spending = 81.0, passenger seats = 5, comparison parameter = 116.0493827160494
218: Bus, fuel tank capacity = 14, fuel spending = 15.0, passenger seats = 40, comparison parameter = 93.33333333333333
219: Truck, fuel tank capacity = 77, fuel spending = 77.0, carrying capacity = 84, comparison parameter = 100.0
220: Truck, fuel tank capacity = 88, fuel spending = 28.0, carrying capacity = 48, comparison parameter = 314.2857142857143
221: Truck, fuel tank capacity = 9, fuel spending = 12.0, carrying capacity = 56, comparison parameter = 75.0
222: Truck, fuel tank capacity = 75, fuel spending = 90.0, carrying capacity = 44, comparison parameter = 83.33333333333334
223: Truck, fuel tank capacity = 27, fuel spending = 36.0, carrying capacity = 64, comparison parameter = 75.0
224: Car, fuel tank capacity = 25, fuel spending = 85.0, max speed = 36, comparison parameter = 29.411764705882355
225: Bus, fuel tank capacity = 39, fuel spending = 65.0, passenger seats = 69, comparison parameter = 60.0
226: Car, fuel tank capacity = 16, fuel spending = 93.0, max speed = 9, comparison parameter = 17.20430107526882
227: Truck, fuel tank capacity = 62, fuel spending = 74.0, carrying capacity = 47, comparison parameter = 83.78378378378379
228: Bus, fuel tank capacity = 83, fuel spending = 4.0, passenger seats = 22, comparison parameter = 2075.0
229: Truck, fuel tank capacity = 34, fuel spending = 37.0, carrying capacity = 56, comparison parameter = 91.8918918918919
230: Car, fuel tank capacity = 18, fuel spending = 28.0, max speed = 68, comparison parameter = 64.28571428571429
231: Bus, fuel tank capacity = 62, fuel spending = 91.0, passenger seats = 73, comparison parameter = 68.13186813186813
232: Bus, fuel tank capacity = 97, fuel spending = 84.0, passenger seats = 72, comparison parameter = 115.47619047619047
233: Bus, fuel tank capacity = 37, fuel spending = 20.0, passenger seats = 43, comparison parameter = 185.0
234: Car, fuel tank capacity = 47, fuel spending = 14.0, max speed = 61, comparison parameter = 335.7142857142857
235: Truck, fuel tank capacity = 14, fuel spending = 85.0, carrying capacity = 1, comparison parameter = 16.470588235294116
236: Bus, fuel tank capacity = 62, fuel spending = 3.0, passenger seats = 47, comparison parameter = 2066.666666666667
237: Car, fuel tank capacity = 98, fuel spending = 79.0, max speed = 52, comparison parameter = 124.0506329113924
238: Car, fuel tank capacity = 32, fuel spending = 82.0, max speed = 76, comparison parameter = 39.02439024390244
239: Car, fuel tank capacity = 2, fuel spending = 76.0, max speed = 81, comparison parameter = 2.631578947368421
240: Car, fuel tank capacity = 97, fuel spending = 93.0, max speed = 33, comparison parameter = 104.3010752688172
241: Car, fuel tank capacity = 93, fuel spending = 95.0, max speed = 17, comparison parameter = 97.89473684210527
242: Truck, fuel tank capacity = 78, fuel spending = 67.0, carrying capacity = 87, comparison parameter = 116.4179104477612
243: Bus, fuel tank capacity = 49, fuel spending = 64.0, passenger seats = 87, comparison parameter = 76.5625
244: Truck, fuel tank capacity = 81, fuel spending = 59.0, carrying capacity = 60, comparison parameter = 137.28813559322032
245: Truck, fuel tank capacity = 55, fuel spending = 60.0, carrying capacity = 89, comparison parameter = 91.66666666666666
246: Car, fuel tank capacity = 54, fuel spending = 91.0, max speed = 89, comparison parameter = 59.34065934065934
247: Car, fuel tank capacity = 37, fuel spending = 9.0, max speed = 2, comparison parameter = 411.1111111111111
248: Car, fuel tank capacity = 67, fuel spending = 13.0, max speed = 43, comparison parameter = 515.3846153846155
249: Truck, fuel tank capacity = 44, fuel spending = 99.0, carrying capacity = 9, comparison parameter = 44.44444444444444
250: Truck, fuel tank capacity = 1, fuel spending = 89.0, carrying capacity = 62, comparison parameter = 1.1235955056179776
251: Bus, fuel tank capacity = 34, fuel spending = 6.0, passenger seats = 80, comparison parameter = 566.6666666666667
252: Truck, fuel tank capacity = 10, fuel spending = 93.0, carrying capacity = 83, comparison parameter = 10.75268817204301
253: Truck, fuel tank capacity = 28, fuel spending = 91.0, carrying capacity = 19, comparison parameter = 30.76923076923077
254: Car, fuel tank capacity = 26, fuel spending = 62.0, max speed = 10, comparison parameter = 41.935483870967744
255: Bus, fuel tank capacity = 7, fuel spending = 48.0, passenger seats = 87, comparison parameter = 14.583333333333334
256: Bus, fuel tank capacity = 47, fuel spending = 47.0, passenger seats = 32, comparison parameter = 100.0
257: Bus, fuel tank capacity = 97, fuel spending = 87.0, passenger seats = 47, comparison parameter = 111.49425287356323
258: Bus, fuel tank capacity = 79, fuel spending = 10.0, passenger seats = 16, comparison parameter = 790.0
259: Car, fuel tank capacity = 1, fuel spending = 11.0, max speed = 13, comparison parameter = 9.090909090909092
260: Truck, fuel tank capacity = 77, fuel spending = 91.0, carrying capacity = 51, comparison parameter = 84.61538461538461
261: Bus, fuel tank capacity = 26, fuel spending = 90.0, passenger seats = 86, comparison parameter = 28.888888888888886
262: Truck, fuel tank capacity = 76, fuel spending = 26.0, carrying capacity = 21, comparison parameter = 292.30769230769226
263: Car, fuel tank capacity = 4, fuel spending = 90.0, max speed = 84, comparison parameter = 4.444444444444445
264: Truck, fuel tank capacity = 6, fuel spending = 99.0, carrying capacity = 31, comparison parameter = 6.0606060606060606
