Container contains 10000 elements:
1: Bus, fuel tank capacity = 1, fuel spending = 20.798490636294385, passenger seats = 10, comparison parameter = 4.808041205908236
61: Bus, fuel tank capacity = 1, fuel spending = 9.446807297860984, passenger seats = 6, comparison parameter = 10.585586944558797
62: Car, fuel tank capacity = 1, fuel spending = 9.266529391133355, max speed = 199, comparison parameter = 10.791526771143104
63: Car, fuel tank capacity = 2, fuel spending = 18.413064994036212, max speed = 190, comparison parameter = 10.861852715165986
64: Car, fuel tank capacity = 2, fuel spending = 18.235242605207514, max speed = 103, comparison parameter = 10.967772918079257
65: Truck, fuel tank capacity = 2, fuel spending = 18.18366154747094, carrying capacity = 136, comparison parameter = 10.998884876836966
66: Truck, fuel tank capacity = 1, fuel spending = 9.083668981426877, carrying capacity = 223, comparison parameter = 11.008767515028035
67: Truck, fuel tank capacity = 2, fuel spending = 18.07170941124875, carrying capacity = 427, comparison parameter = 11.067021688358372
68: Truck, fuel tank capacity = 2, fuel spending = 17.96495378584641, carrying capacity = 541, comparison parameter = 11.132786779422103
69: Car, fuel tank capacity = 1, fuel spending = 8.923785202341115, max speed = 74, comparison parameter = 11.206007062313136
70: Car, fuel tank capacity = 1, fuel spending = 8.918382119168507, max speed = 27, comparison parameter = 11.212796072627055
71: Truck, fuel tank capacity = 2, fuel spending = 17.77418504011127, carrying capacity = 178, comparison parameter = 11.252273988858393
72: Truck, fuel tank capacity = 2, fuel spending = 17.360755104828847, carrying capacity = 296, comparison parameter = 11.520236233524804
73: Car, fuel tank capacity = 2, fuel spending = 17.212514253561835, max speed = 85, comparison parameter = 11.619452977859607
74: Bus, fuel tank capacity = 2, fuel spending = 17.07653393738144, passenger seats = 13, comparison parameter = 11.711978597845864
75: Car, fuel tank capacity = 2, fuel spending = 16.98098196604445, max speed = 192, comparison parameter = 11.777881891631736
76: Bus, fuel tank capacity = 2, fuel spending = 16.639375431173345, passenger seats = 18, comparison parameter = 12.019681918187043
77: Truck, fuel tank capacity = 2, fuel spending = 16.433360429807045, carrying capacity = 744, comparison parameter = 12.170365328155121
78: Bus, fuel tank capacity = 2, fuel spending = 16.386715245441454, passenger seats = 8, comparison parameter = 12.205008569709362
79: Truck, fuel tank capacity = 1, fuel spending = 8.184360300696992, carrying capacity = 567, comparison parameter = 12.21842591552132
80: Bus, fuel tank capacity = 2, fuel spending = 16.162476285571245, passenger seats = 11, comparison parameter = 12.374341435448622
81: Bus, fuel tank capacity = 1, fuel spending = 8.05681201139465, passenger seats = 17, comparison parameter = 12.411857178567805
82: Truck, fuel tank capacity = 2, fuel spending = 15.997043957045745, carrying capacity = 327, comparison parameter = 12.502309835306285
83: Truck, fuel tank capacity = 2, fuel spending = 15.849162659562095, carrying capacity = 815, comparison parameter = 12.618963177801465
84: Car, fuel tank capacity = 2, fuel spending = 15.800081103811733, max speed = 103, comparison parameter = 12.658162871819087
85: Bus, fuel tank capacity = 2, fuel spending = 15.76570751526149, passenger seats = 6, comparison parameter = 12.685761156383016
86: Car, fuel tank capacity = 1, fuel spending = 7.836062665144432, max speed = 110, comparison parameter = 12.761511013025675
87: Truck, fuel tank capacity = 2, fuel spending = 15.596742508489202, carrying capacity = 18, comparison parameter = 12.82319047654607
88: Truck, fuel tank capacity = 1, fuel spending = 7.493364989660601, carrying capacity = 434, comparison parameter = 13.345139351677213
89: Truck, fuel tank capacity = 2, fuel spending = 14.870906239234214, carrying capacity = 704, comparison parameter = 13.44907948328905
90: Truck, fuel tank capacity = 2, fuel spending = 14.636134583947236, carrying capacity = 113, comparison parameter = 13.664810121338867
91: Car, fuel tank capacity = 2, fuel spending = 14.457168485012131, max speed = 34, comparison parameter = 13.833967571681944
92: Truck, fuel tank capacity = 2, fuel spending = 14.453798541885334, carrying capacity = 369, comparison parameter = 13.837192999502834
93: Bus, fuel tank capacity = 2, fuel spending = 14.43871127106721, passenger seats = 5, comparison parameter = 13.85165173298859
94: Bus, fuel tank capacity = 2, fuel spending = 14.30503199492949, passenger seats = 4, comparison parameter = 13.981094210127686
95: Car, fuel tank capacity = 2, fuel spending = 14.248888558364339, max speed = 75, comparison parameter = 14.036182484043405
96: Bus, fuel tank capacity = 3, fuel spending = 20.956130384195944, passenger seats = 4, comparison parameter = 14.315620035760269
97: Car, fuel tank capacity = 3, fuel spending = 20.57304951562129, max speed = 105, comparison parameter = 14.582184317021524
98: Bus, fuel tank capacity = 2, fuel spending = 13.665355603862738, passenger seats = 10, comparison parameter = 14.635550350659496
99: Truck, fuel tank capacity = 1, fuel spending = 6.766747844536995, carrying capacity = 55, comparison parameter = 14.778147833709085
100: Truck, fuel tank capacity = 3, fuel spending = 20.03616253351333, carrying capacity = 521, comparison parameter = 14.972927051185941
101: Bus, fuel tank capacity = 1, fuel spending = 6.6768820377091505, passenger seats = 6, comparison parameter = 14.977050580679446
102: Car, fuel tank capacity = 3, fuel spending = 20.0304488564884, max speed = 102, comparison parameter = 14.977198072264963
103: Car, fuel tank capacity = 3, fuel spending = 20.02290055582211, max speed = 14, comparison parameter = 14.982844226970315
104: Truck, fuel tank capacity = 3, fuel spending = 20.017251673510664, carrying capacity = 391, comparison parameter = 14.98707239600717
105: Truck, fuel tank capacity = 3, fuel spending = 19.78487878243119, carrying capacity = 348, comparison parameter = 15.163095174805798
106: Car, fuel tank capacity = 3, fuel spending = 19.677238529413586, max speed = 157, comparison parameter = 15.246041742674372
107: Truck, fuel tank capacity = 1, fuel spending = 6.54443569594496, carrying capacity = 53, comparison parameter = 15.2801562496766
108: Car, fuel tank capacity = 3, fuel spending = 19.57549774917505, max speed = 160, comparison parameter = 15.325280809916702
109: Truck, fuel tank capacity = 2, fuel spending = 13.025332458806467, carrying capacity = 659, comparison parameter = 15.354694448875996
110: Truck, fuel tank capacity = 3, fuel spending = 19.495142180484837, carrying capacity = 319, comparison parameter = 15.388448938849397
111: Car, fuel tank capacity = 3, fuel spending = 19.476238316313164, max speed = 69, comparison parameter = 15.403385146952225
112: Truck, fuel tank capacity = 2, fuel spending = 12.984143821857085, carrying capacity = 18, comparison parameter = 15.40340300785382
113: Car, fuel tank capacity = 2, fuel spending = 12.938301971026846, max speed = 160, comparison parameter = 15.457978987340566
114: Car, fuel tank capacity = 3, fuel spending = 19.307702024032274, max speed = 110, comparison parameter = 15.53784078636548
115: Truck, fuel tank capacity = 3, fuel spending = 19.113623324709017, carrying capacity = 463, comparison parameter = 15.695611182845528
116: Truck, fuel tank capacity = 2, fuel spending = 12.738918552348402, carrying capacity = 12, comparison parameter = 15.699919830567586
117: Truck, fuel tank capacity = 1, fuel spending = 6.333066787794598, carrying capacity = 142, comparison parameter = 15.790138230142304
118: Car, fuel tank capacity = 3, fuel spending = 18.82165670137887, max speed = 72, comparison parameter = 15.939085743606304
119: Car, fuel tank capacity = 3, fuel spending = 18.61969658621739, max speed = 149, comparison parameter = 16.11197038635232
120: Truck, fuel tank capacity = 2, fuel spending = 12.32658261275875, carrying capacity = 464, comparison parameter = 16.22509711596692
121: Bus, fuel tank capacity = 1, fuel spending = 6.159877324747476, passenger seats = 3, comparison parameter = 16.234089532635213
122: Truck, fuel tank capacity = 3, fuel spending = 18.423166027300702, carrying capacity = 494, comparison parameter = 16.283846085707506
123: Truck, fuel tank capacity = 2, fuel spending = 12.278565793847987, carrying capacity = 200, comparison parameter = 16.28854732367907
124: Truck, fuel tank capacity = 2, fuel spending = 12.20608273480442, carrying capacity = 296, comparison parameter = 16.38527317447391
125: Bus, fuel tank capacity = 2, fuel spending = 12.191402784067161, passenger seats = 12, comparison parameter = 16.40500306177877
126: Car, fuel tank capacity = 2, fuel spending = 12.049715761289201, max speed = 49, comparison parameter = 16.597901889314105
127: Car, fuel tank capacity = 3, fuel spending = 18.030306101292894, max speed = 127, comparison parameter = 16.638652628226204
128: Bus, fuel tank capacity = 3, fuel spending = 18.02005853178752, passenger seats = 17, comparison parameter = 16.64811462575428
129: Bus, fuel tank capacity = 3, fuel spending = 17.65387434545496, passenger seats = 19, comparison parameter = 16.993436915293096
130: Truck, fuel tank capacity = 3, fuel spending = 17.532369755053214, carrying capacity = 552, comparison parameter = 17.111206539180674
131: Car, fuel tank capacity = 3, fuel spending = 17.492374859810425, max speed = 5, comparison parameter = 17.150329923998168
132: Bus, fuel tank capacity = 2, fuel spending = 11.62024426888889, passenger seats = 20, comparison parameter = 17.211342151856822
133: Car, fuel tank capacity = 3, fuel spending = 17.405357676861424, max speed = 27, comparison parameter = 17.236072108924148
134: Car, fuel tank capacity = 1, fuel spending = 5.7378812720324515, max speed = 79, comparison parameter = 17.42803576076407
135: Bus, fuel tank capacity = 2, fuel spending = 11.398159718642471, passenger seats = 2, comparison parameter = 17.54669217986885
136: Truck, fuel tank capacity = 3, fuel spending = 16.92949778547605, carrying capacity = 958, comparison parameter = 17.720549292216592
137: Bus, fuel tank capacity = 3, fuel spending = 16.743151436697485, passenger seats = 14, comparison parameter = 17.917773791525455
138: Bus, fuel tank capacity = 2, fuel spending = 11.134972666402959, passenger seats = 7, comparison parameter = 17.961427117234944
139: Bus, fuel tank capacity = 2, fuel spending = 11.099935682436167, passenger seats = 13, comparison parameter = 18.01812242177829
140: Car, fuel tank capacity = 3, fuel spending = 16.543091057669727, max speed = 47, comparison parameter = 18.134458605963705
141: Bus, fuel tank capacity = 3, fuel spending = 16.451170059183685, passenger seats = 16, comparison parameter = 18.23578498798195
142: Truck, fuel tank capacity = 1, fuel spending = 5.47133745321365, carrying capacity = 982, comparison parameter = 18.27706677848282
143: Bus, fuel tank capacity = 2, fuel spending = 10.916726731542813, passenger seats = 2, comparison parameter = 18.320509885268045
144: Bus, fuel tank capacity = 3, fuel spending = 16.35313460900209, passenger seats = 20, comparison parameter = 18.34510674393004
145: Bus, fuel tank capacity = 3, fuel spending = 16.344285053894588, passenger seats = 10, comparison parameter = 18.35503963683714
146: Truck, fuel tank capacity = 3, fuel spending = 16.084021384948823, carrying capacity = 461, comparison parameter = 18.652051798484635
147: Car, fuel tank capacity = 2, fuel spending = 10.720265702263704, max speed = 85, comparison parameter = 18.65625401036168
148: Car, fuel tank capacity = 3, fuel spending = 16.078228027965153, max speed = 117, comparison parameter = 18.65877256363105
149: Truck, fuel tank capacity = 3, fuel spending = 16.016061137308387, carrying capacity = 587, comparison parameter = 18.731197229334324
150: Bus, fuel tank capacity = 2, fuel spending = 10.669063145203438, passenger seats = 13, comparison parameter = 18.745788386294755
151: Truck, fuel tank capacity = 2, fuel spending = 10.668945534844589, carrying capacity = 349, comparison parameter = 18.745995032667803
152: Car, fuel tank capacity = 3, fuel spending = 15.881678736539298, max speed = 52, comparison parameter = 18.88969075478047
153: Bus, fuel tank capacity = 3, fuel spending = 15.845828948497235, passenger seats = 6, comparison parameter = 18.93242701123888
154: Car, fuel tank capacity = 2, fuel spending = 10.51125343909924, max speed = 186, comparison parameter = 19.027226501460795
155: Truck, fuel tank capacity = 3, fuel spending = 15.686697663932234, carrying capacity = 632, comparison parameter = 19.124484096469672
156: Car, fuel tank capacity = 1, fuel spending = 5.223169184259144, max speed = 130, comparison parameter = 19.145464462718532
157: Truck, fuel tank capacity = 3, fuel spending = 15.61666530163713, carrying capacity = 456, comparison parameter = 19.210247143386646
158: Truck, fuel tank capacity = 4, fuel spending = 20.70727419300758, carrying capacity = 277, comparison parameter = 19.316883346001752
159: Bus, fuel tank capacity = 3, fuel spending = 15.471933224117787, passenger seats = 15, comparison parameter = 19.389949249028383
160: Car, fuel tank capacity = 2, fuel spending = 10.231049264465604, max speed = 32, comparison parameter = 19.548337108945255
161: Bus, fuel tank capacity = 4, fuel spending = 20.29765608316735, passenger seats = 7, comparison parameter = 19.706708910676447
162: Bus, fuel tank capacity = 3, fuel spending = 15.159156035759164, passenger seats = 19, comparison parameter = 19.79001992540518
163: Bus, fuel tank capacity = 2, fuel spending = 10.028868017743573, passenger seats = 18, comparison parameter = 19.942430157237094
164: Truck, fuel tank capacity = 4, fuel spending = 20.034168495209364, carrying capacity = 675, comparison parameter = 19.96588977953586
165: Bus, fuel tank capacity = 2, fuel spending = 9.963351986394207, passenger seats = 6, comparison parameter = 20.07356563063483
166: Bus, fuel tank capacity = 4, fuel spending = 19.849795258957386, passenger seats = 9, comparison parameter = 20.15134135046036
167: Bus, fuel tank capacity = 3, fuel spending = 14.784852853208601, passenger seats = 17, comparison parameter = 20.291037251337553
168: Car, fuel tank capacity = 2, fuel spending = 9.813874598410274, max speed = 130, comparison parameter = 20.379310739552096
169: Car, fuel tank capacity = 3, fuel spending = 14.523254949261835, max speed = 114, comparison parameter = 20.656526450033017
170: Car, fuel tank capacity = 3, fuel spending = 14.511168390644256, max speed = 101, comparison parameter = 20.67373156481446
171: Car, fuel tank capacity = 4, fuel spending = 19.289581616752244, max speed = 5, comparison parameter = 20.7365824696071
172: Bus, fuel tank capacity = 3, fuel spending = 14.453116945527556, passenger seats = 13, comparison parameter = 20.75676832413879
173: Truck, fuel tank capacity = 3, fuel spending = 14.415457736408602, carrying capacity = 427, comparison parameter = 20.810993690633968
174: Car, fuel tank capacity = 4, fuel spending = 19.19776285904124, max speed = 123, comparison parameter = 20.835761069504972
175: Truck, fuel tank capacity = 2, fuel spending = 9.574370189080335, carrying capacity = 122, comparison parameter = 20.88910247361252
176: Truck, fuel tank capacity = 2, fuel spending = 9.552832424412236, carrying capacity = 555, comparison parameter = 20.936198931837282
177: Car, fuel tank capacity = 1, fuel spending = 4.7733087834273356, max speed = 47, comparison parameter = 20.949828418223117
178: Bus, fuel tank capacity = 2, fuel spending = 9.498076172742932, passenger seats = 6, comparison parameter = 21.05689577158259
179: Car, fuel tank capacity = 4, fuel spending = 18.97945654018525, max speed = 160, comparison parameter = 21.07541905391648
180: Truck, fuel tank capacity = 4, fuel spending = 18.90655686680047, carrying capacity = 739, comparison parameter = 21.156681399900574
181: Car, fuel tank capacity = 4, fuel spending = 18.85620958756929, max speed = 190, comparison parameter = 21.213171085226737
182: Car, fuel tank capacity = 3, fuel spending = 14.137478786963193, max speed = 74, comparison parameter = 21.220190991667025
183: Bus, fuel tank capacity = 4, fuel spending = 18.81811970788924, passenger seats = 4, comparison parameter = 21.256108804128047
184: Car, fuel tank capacity = 4, fuel spending = 18.77210259129385, max speed = 96, comparison parameter = 21.308215105617016
185: Car, fuel tank capacity = 3, fuel spending = 14.038736378936132, max speed = 51, comparison parameter = 21.369444649599885
186: Car, fuel tank capacity = 4, fuel spending = 18.624354598418165, max speed = 7, comparison parameter = 21.47725430624981
187: Bus, fuel tank capacity = 4, fuel spending = 18.609108326513855, passenger seats = 1, comparison parameter = 21.49485042386951
188: Car, fuel tank capacity = 3, fuel spending = 13.945118946608861, max speed = 131, comparison parameter = 21.512903629477698
189: Truck, fuel tank capacity = 2, fuel spending = 9.277407660433175, carrying capacity = 831, comparison parameter = 21.557746228288703
190: Bus, fuel tank capacity = 3, fuel spending = 13.845945718414065, passenger seats = 20, comparison parameter = 21.666992352932787
191: Bus, fuel tank capacity = 4, fuel spending = 18.341046959205062, passenger seats = 5, comparison parameter = 21.80900582664103
192: Bus, fuel tank capacity = 1, fuel spending = 4.579166463891583, passenger seats = 6, comparison parameter = 21.838035543922
193: Bus, fuel tank capacity = 4, fuel spending = 18.081485285415624, passenger seats = 15, comparison parameter = 22.122076460313618
194: Car, fuel tank capacity = 1, fuel spending = 4.500287036916187, max speed = 29, comparison parameter = 22.220804846378158
195: Truck, fuel tank capacity = 3, fuel spending = 13.369309367492322, carrying capacity = 25, comparison parameter = 22.43945380824641
196: Car, fuel tank capacity = 3, fuel spending = 13.361919369242186, max speed = 188, comparison parameter = 22.451864265142195
197: Truck, fuel tank capacity = 4, fuel spending = 17.81344952951372, carrying capacity = 816, comparison parameter = 22.454943347007053
198: Bus, fuel tank capacity = 4, fuel spending = 17.77025560531882, passenger seats = 15, comparison parameter = 22.509524279452453
199: Car, fuel tank capacity = 2, fuel spending = 8.822742927237371, max speed = 137, comparison parameter = 22.668687238133682
200: Truck, fuel tank capacity = 4, fuel spending = 17.61107905917769, carrying capacity = 382, comparison parameter = 22.712975091185417
201: Bus, fuel tank capacity = 3, fuel spending = 13.171421303315345, passenger seats = 11, comparison parameter = 22.77658523643821
202: Truck, fuel tank capacity = 2, fuel spending = 8.725485631125773, carrying capacity = 203, comparison parameter = 22.92136030647451
203: Truck, fuel tank capacity = 3, fuel spending = 13.047142397130509, carrying capacity = 224, comparison parameter = 22.993540720915238
204: Truck, fuel tank capacity = 4, fuel spending = 17.380165292844993, carrying capacity = 547, comparison parameter = 23.014740841657623
205: Bus, fuel tank capacity = 3, fuel spending = 12.965459258246769, passenger seats = 14, comparison parameter = 23.138401349661635
206: Truck, fuel tank capacity = 3, fuel spending = 12.89051444793985, carrying capacity = 172, comparison parameter = 23.272926865067493
207: Truck, fuel tank capacity = 3, fuel spending = 12.861152717868164, carrying capacity = 698, comparison parameter = 23.32605844756094
208: Bus, fuel tank capacity = 4, fuel spending = 17.111541474432787, passenger seats = 14, comparison parameter = 23.376035443543184
209: Car, fuel tank capacity = 4, fuel spending = 17.06712762988934, max speed = 178, comparison parameter = 23.436866980445348
210: Car, fuel tank capacity = 2, fuel spending = 8.525490848667447, max speed = 155, comparison parameter = 23.459059841845992
211: Bus, fuel tank capacity = 3, fuel spending = 12.722190956265141, passenger seats = 17, comparison parameter = 23.58084397815635
212: Truck, fuel tank capacity = 4, fuel spending = 16.794062977989686, carrying capacity = 354, comparison parameter = 23.81794093092543
213: Car, fuel tank capacity = 1, fuel spending = 4.198035924074437, max speed = 35, comparison parameter = 23.82066323599828
214: Truck, fuel tank capacity = 4, fuel spending = 16.706033360677825, carrying capacity = 659, comparison parameter = 23.9434455423457
215: Truck, fuel tank capacity = 4, fuel spending = 16.570181233141426, carrying capacity = 694, comparison parameter = 24.139748043308927
216: Car, fuel tank capacity = 5, fuel spending = 20.526039839316155, max speed = 18, comparison parameter = 24.359301838744653
217: Bus, fuel tank capacity = 4, fuel spending = 16.248790090775543, passenger seats = 1, comparison parameter = 24.617217513756945
218: Car, fuel tank capacity = 3, fuel spending = 12.185483177097957, max speed = 58, comparison parameter = 24.61945871492695
219: Bus, fuel tank capacity = 3, fuel spending = 12.184793988775173, passenger seats = 5, comparison parameter = 24.620851224597214
220: Car, fuel tank capacity = 3, fuel spending = 12.167733997420791, max speed = 3, comparison parameter = 24.655371334020888
221: Truck, fuel tank capacity = 5, fuel spending = 20.274067191039684, carrying capacity = 131, comparison parameter = 24.662047101283147
222: Truck, fuel tank capacity = 4, fuel spending = 16.206679030740958, carrying capacity = 773, comparison parameter = 24.681182322502767
223: Truck, fuel tank capacity = 4, fuel spending = 16.181507011412524, carrying capacity = 186, comparison parameter = 24.719576471949566
224: Bus, fuel tank capacity = 5, fuel spending = 20.22094844493431, passenger seats = 20, comparison parameter = 24.72683224338364
225: Car, fuel tank capacity = 4, fuel spending = 16.154828889674903, max speed = 170, comparison parameter = 24.760398437624648
226: Car, fuel tank capacity = 5, fuel spending = 20.116334931079685, max speed = 185, comparison parameter = 24.855422307942455
227: Truck, fuel tank capacity = 5, fuel spending = 20.113647011097143, carrying capacity = 926, comparison parameter = 24.858743902790927
228: Car, fuel tank capacity = 4, fuel spending = 16.0282557274028, max speed = 121, comparison parameter = 24.95592825588237
229: Car, fuel tank capacity = 4, fuel spending = 16.007658312359183, max speed = 194, comparison parameter = 24.988039611713116
230: Bus, fuel tank capacity = 2, fuel spending = 7.9910787521016635, passenger seats = 5, comparison parameter = 25.02791002371235
231: Bus, fuel tank capacity = 4, fuel spending = 15.980013923698742, passenger seats = 12, comparison parameter = 25.031267301137355
232: Bus, fuel tank capacity = 3, fuel spending = 11.927072654454008, passenger seats = 11, comparison parameter = 25.152860948488392
233: Bus, fuel tank capacity = 5, fuel spending = 19.815196111182154, passenger seats = 11, comparison parameter = 25.23315929827406
234: Car, fuel tank capacity = 5, fuel spending = 19.75512456337713, max speed = 52, comparison parameter = 25.30988849986402
235: Bus, fuel tank capacity = 4, fuel spending = 15.680947011123651, passenger seats = 3, comparison parameter = 25.508663457395176
236: Bus, fuel tank capacity = 5, fuel spending = 19.525487589328193, passenger seats = 2, comparison parameter = 25.607555135948505
237: Bus, fuel tank capacity = 5, fuel spending = 19.482378339227974, passenger seats = 7, comparison parameter = 25.66421775072732
238: Bus, fuel tank capacity = 5, fuel spending = 19.248599709741796, passenger seats = 6, comparison parameter = 25.975915523192473
239: Bus, fuel tank capacity = 4, fuel spending = 15.352296678342157, passenger seats = 14, comparison parameter = 26.054733593331957
240: Bus, fuel tank capacity = 3, fuel spending = 11.50385211373444, passenger seats = 14, comparison parameter = 26.07822119356265
241: Truck, fuel tank capacity = 3, fuel spending = 11.456992683481218, carrying capacity = 263, comparison parameter = 26.18488186978965
242: Car, fuel tank capacity = 2, fuel spending = 7.623461852780006, max speed = 73, comparison parameter = 26.234800391513353
